message_id,conversation_id,coarse_cluster,sampling_stratum,message_text,conversation_context,proposed_intent,confidence,competing_label,needs_review,secondary_issue_note,evidence_rationale,hard_negative_pair,language,candidate_intent,ambiguous,centroid_margin,nearest_other_intent
307037::cust1::307033,307037,3,non_actionable,[MENTION] AA2602,"CUSTOMER: I HAVE BEEN ON THIS PLANE FOR OUR ENTIRE FLIGHT TIME I SHOULD BE IN SEATTLE BY NOW [MENTION] NEVER AGAIN [MENTION] BET... [MENTION] BET.
AGENT: [MENTION] Waiting to depart frustrates us too and our apologies for the delay tonight. What's your flight number?
CUSTOMER: [MENTION] AA2602
AGENT: [MENTION] We're glad to see you're mid-air and soon will be arriving. Please let our crew know if you need anything in the meantime.
CUSTOMER: [MENTION] lol word can i have my 3 hours back?",flight_delay,high,,True,,Customer expresses frustration with the delay and requests a refund.,flight_cancellation,en,No Feedback,True,-0.0373,other_non_actionable
307042::cust0::307042,307042,4,boundary,Sometimes you're in the sky at the right time [MENTION] [URL],"CUSTOMER: Sometimes you're in the sky at the right time [MENTION] [URL]
AGENT: [MENTION] We love flying this time of day, where the brightness of the sky is being covered by the upcoming night!",other_non_actionable,high,,True,,The customer is sharing a personal sentiment about flying without any request or complaint.,,en,No Feedback,True,0.0039,flight_delay
321469::cust2::321471,321469,1,central,[MENTION] Your customer service is as appalling as my flight was yesterday! Avoid [MENTION],"CUSTOMER: Over a 9 hour flight with no in-flight entertainment! Definitely wasn't worth flying business [MENTION]
AGENT: [MENTION] We're updating our fleet and we'll be done soon. We can't wait for you to check it out.
CUSTOMER: [MENTION] Customer pays thousand of pounds to fly with you, has a terrible experience and you want them to fly with you in the future? #deluded
AGENT: [MENTION] We know you'll just love the changes that are to come. Keep your eyes peeled for new and exiting updates!
CUSTOMER: [MENTION] Your customer service is as appalling as my flight was yesterday! Avoid [MENTION]
CUSTOMER: [MENTION] [MENTION] ""We'll update our fleet with media soon"" -2017 I've been watching movies on planes since 2005. #customerserviceweek
CUSTOMER: [MENTION] [MENTION] This is such a deluded response...come on!",general_dissatisfaction_venting,high,,True,,"The customer expresses strong dissatisfaction with both the flight and the customer service, venting about their overall experience.","flight_delay, flight_status_inquiry",en,Negative Feedback,True,0.0514,staff_conduct_complaint
333727::cust0::333727,333727,0,known_error,Even with the ridic delay [MENTION] is always on point. 🔥 I'm a proud executive plat member ❤️,"CUSTOMER: Even with the ridic delay [MENTION] is always on point. 🔥 I'm a proud executive plat member ❤️
AGENT: [MENTION] You're one of our #favs and we're proud to be part of your everyday journeys. Thanks for the shout-out, David! #fAAmily
CUSTOMER: [MENTION] [MENTION] Lol, ridiculous delay shouldnt be the norm friend. Try another airline and see if you ever come back. Have a good flight.",positive_feedback_praise,high,,True,,"Customer expresses praise for the airline despite a delay, indicating satisfaction as a premium member.",flight_delay,en,General Query,True,0.0481,flight_delay
335333::cust0::335333,335333,3,known_error,"[MENTION] : [MENTION] &amp; [MENTION] have issued change waivers for [MENTION] , but why haven’t you??? #HurricaneNate #skyteam","CUSTOMER: [MENTION] : [MENTION] &amp; [MENTION] have issued change waivers for [MENTION] , but why haven’t you??? #HurricaneNate #skyteam
AGENT: [MENTION] For info on our Travel Alert please check here: [URL]
CUSTOMER: [MENTION] Maybe you should have read my tweet before replying. I was praising your travel alert! 🙌",positive_feedback_praise,low,flight_status_inquiry,True,Customer is praising the airline's travel alert but also seems to be venting about not receiving a change waiver.,"The customer is praising the airline's travel alert but also seems to be venting about not receiving a change waiver, making the intent unclear.","flight_status_inquiry, refund_request",en,No Feedback,True,0.0028,service_failure_complaint
335339::cust1::335336,335339,9,central,"[MENTION] I’ve written to your customer relations just now, your reps refused to help","CUSTOMER: [MENTION] just had 3 of your customer reps be SO RUDE, I am AA customer and never been treated like this by any air line
AGENT: [MENTION] That's not what we're about and our sincere apologies for any rudeness from our team. Please let us know what we can do to help, Valerie.
CUSTOMER: [MENTION] I’ve written to your customer relations just now, your reps refused to help
AGENT: [MENTION] Our offer to help still stands so please tell us what we can do to assist.
CUSTOMER: [MENTION] I’m happy to take a phonecall. Will message you my number
CUSTOMER: [MENTION] [MENTION] That's exactly what you're about #AATEAM Let me tell you about the time a rep told me to throw my luggage in the trash if I wanted to fly",staff_conduct_complaint,high,,True,,Customer complains about rude staff and requests a phone call for further assistance.,,en,Customer Service,True,0.015,service_failure_complaint
347984::cust0::347984,347984,2,random,[MENTION] AA flight 262...arrives at 12:20am into miami....still waiting on bags...customer service has been 💩...,"CUSTOMER: [MENTION] AA flight 262...arrives at 12:20am into miami....still waiting on bags...customer service has been 💩...
AGENT: [MENTION] We always want to provide you excellent service, Brady. We're so sorry for the delay on your bags.
CUSTOMER: [MENTION] Entire flight just waiting on bags.... Not that complicated.... [MENTION] [MENTION] families with young kids, elderly folks who have been waiting for almost 2 hours....bad look
AGENT: [MENTION] We know your time is very valuable and our team's working quickly to get everyone's bags out.
CUSTOMER: [MENTION] [MENTION] Classic #AAteam
AGENT: [MENTION] Your bags should be coming out soon, Brady. We're so sorry for the extra wait.
CUSTOMER: [MENTION] Don’t apologize to me, apologize to all the folks who waited almost two hours. No excuses for it.",baggage_delayed_lost,high,,True,,Customer complains about delayed bags and poor customer service.,"flight_delay: The customer is primarily complaining about delayed bags, not the flight delay.",en,Flight Delay,True,-0.0233,flight_delay
367579::cust2::367581,367579,2,central,[MENTION] 7:45!? You’ve delayed me nearly FOUR hours at this point. I have kids that I was dying to see tonight. This is unacceptable. [MENTION] The flight to LA that left in place of mine was headed the same direction and wasn’t delayed. Nor was the flight to SF. Horrible service.,"CUSTOMER: [MENTION] Thanks for delaying my flight until 7 PM. I didn’t want to see my kids today anyway.
AGENT: [MENTION] Our apologies for the delay, Steve. Please provide your flight number if you'd like an update.
CUSTOMER: [MENTION] Flight is AA1587.
AGENT: [MENTION] We currently have an estimated departure time of 7:45p. Air traffic delays backed us up but we'll get you in the air soon.
CUSTOMER: [MENTION] 7:45!? You’ve delayed me nearly FOUR hours at this point. I have kids that I was dying to see tonight. This is unacceptable. [MENTION] The flight to LA that left in place of mine was headed the same direction and wasn’t delayed. Nor was the flight to SF. Horrible service.",flight_delay,high,,True,complaint about service,Customer expresses dissatisfaction with the delay and the service provided.,flight_cancellation,en,Flight Delay,True,0.0254,missed_connection_rebooking
373425::cust0::373425,373425,3,cross_cluster,"[MENTION] terminal E at [MENTION] is dirty, hot, no plug-ins for devices. The air doesn't even move, hard to breathe Disgusting!","CUSTOMER: [MENTION] terminal E at [MENTION] is dirty, hot, no plug-ins for devices. The air doesn't even move, hard to breathe Disgusting!
AGENT: [MENTION] We're always working to improve your airport experience. Our sincere apologies for your experience at CLT today.",service_failure_complaint,high,,True,,"Customer complains about the airport terminal conditions, which is an operational failure.",,en,No Feedback,True,0.075,flight_status_inquiry
376390::cust0::376390,376390,11,boundary,[MENTION] would you mind getting our pilot a fuel cap since we have been waiting on the tarmac for OVER AN HOUR for one??????,"CUSTOMER: [MENTION] would you mind getting our pilot a fuel cap since we have been waiting on the tarmac for OVER AN HOUR for one??????
AGENT: [MENTION] Sorry for the delay, Hannah. We're working hard to get you in the air.
CUSTOMER: [MENTION] Doubt it",flight_delay,high,,True,,Customer complains about long tarmac delay.,,en,Flight Cancellation,True,0.0083,flight_status_inquiry
388618::cust2::388620,388618,0,central,"[MENTION] Thanks AA, stay tuned to this Twitter account then. And feel free to sponsor my next trip, it's travel for a good cause :)","CUSTOMER: Photo from the diabetic #roadtrip: ""One of the in-flight videos: America's National Parks!"" [MENTION] [URL]
AGENT: [MENTION] What a breathtaking pic, Jeremy. We're happy to share it with all our AA customers!
CUSTOMER: [MENTION] It happened as I was flying to start a 3-month road trip to America's national parks. Great timing guys!
AGENT: [MENTION] We'd love to see some of your favorites along the way as you go on this great #AAdventure!
CUSTOMER: [MENTION] Thanks AA, stay tuned to this Twitter account then. And feel free to sponsor my next trip, it's travel for a good cause :)",positive_feedback_praise,high,,True,,"Customer expresses gratitude and thanks AA, and praises their Twitter account and future trips.",,en,General Query,True,0.0252,other_non_actionable
390884::cust0::390884,390884,10,central,[MENTION] hi I know I've tweeted you like 533 times and must be getting annoying but some clarity would be amazing. You said our bags [MENTION] Will be checked into our final destination but on the way here we HAD to pick them up on the layover which caused us to miss our connection [MENTION] We have even less time to make the connection tomorrow so would love to know for 100% what happens with our bags,"CUSTOMER: [MENTION] hi I know I've tweeted you like 533 times and must be getting annoying but some clarity would be amazing. You said our bags [MENTION] Will be checked into our final destination but on the way here we HAD to pick them up on the layover which caused us to miss our connection [MENTION] We have even less time to make the connection tomorrow so would love to know for 100% what happens with our bags
AGENT: [MENTION] We don't want to cause you any confusion. Our airport team in MSY will tag your bags to LHR. You'll meet and pick up your bags there as well
CUSTOMER: [MENTION] It's not your fault, it's just we got a lot of different info from the ground team last time and we have a lot of stuff to sort when we land [MENTION] I appreciate the social teams work 100%
AGENT: [MENTION] We're happy to be here for you!",missed_connection_rebooking,high,,True,,Customer is seeking rebooking due to missed connection caused by baggage issues.,flight_delay,en,Baggage,True,0.0332,baggage_delayed_lost
416810::cust0::416810,416810,1,boundary,[MENTION] - way to ruin a vacation with at least 3 employees not doing their job.,"CUSTOMER: [MENTION] - way to ruin a vacation with at least 3 employees not doing their job.
AGENT: [MENTION] We do our best to keep your bags with you. If we were your final carrier, please make sure to file a bag claim with our team.
CUSTOMER: [MENTION] Baggage claim filed. Supposed to be delivered last night. Still nothing. #incompetentemployees
AGENT: [MENTION] We're sorry you haven't received it yet. Once delivery has been arranged, you can check for updates via this link: [URL]
CUSTOMER: [MENTION] Still no bags and no answer at the local AA luggage desk for the last 8 hours. #unitednextime
AGENT: [MENTION] Please provide us with your bag file via DMs so we can take a closer look.",baggage_delayed_lost,high,,True,,Customer complains about missing baggage and lack of response from the local AA luggage desk.,,en,Negative Feedback,True,0.0079,service_failure_complaint
418862::cust0::418862,418862,11,cross_cluster,Also [MENTION] just know I will never be flying with you ever again for all the shit you put me through... 👌🏿,"CUSTOMER: Also [MENTION] just know I will never be flying with you ever again for all the shit you put me through... 👌🏿
AGENT: [MENTION] What's going on Deric? Meet us in DM with your record locator and more info.",general_dissatisfaction_venting,high,,True,,Customer expresses broad dissatisfaction and venting without specific issues.,flight_delay: The message does not mention any flight delay or disruption.,en,Flight Cancellation,True,0.0434,missed_connection_rebooking
431709::cust1::431708,431709,10,central,"[MENTION] thanks! there's a bin for every row. Each bin fits 3 bags. There's no reason why each person can't take a carryon on board. Very aggravating [MENTION] missed two silver lines waiting for the baggage claim. Really a pleasure [MENTION] ! Allow carry-on or gate check [MENTION] shame on you [MENTION] , I've missed 3 silver line shuttles waiting for my bag. This is exactly why I was trying to carry my bag on plane","CUSTOMER: [MENTION] wouldn't let me bring my carry-on on board AA 2170. Plenty of room in overhead bins. My bag fit perfectly on previous flight [URL]
AGENT: [MENTION] Our agents do their best to gauge the bin space based on flight loads. We'll be sure to pass along your comments to leadership.
CUSTOMER: [MENTION] thanks! there's a bin for every row. Each bin fits 3 bags. There's no reason why each person can't take a carryon on board. Very aggravating [MENTION] missed two silver lines waiting for the baggage claim. Really a pleasure [MENTION] ! Allow carry-on or gate check [MENTION] shame on you [MENTION] , I've missed 3 silver line shuttles waiting for my bag. This is exactly why I was trying to carry my bag on plane
AGENT: [MENTION] We're sorry for the delay, our team will have your bags to you as soon as possible. We appreciate your patience.
CUSTOMER: [MENTION] it's too late. The damage has already been done. Unacceptable [MENTION] 27 minute delay because you wouldn't let me carry",missed_connection_rebooking,medium,flight_status_inquiry,True,"Customer expresses dissatisfaction with missed connections and baggage issues, but the primary intent is to request allowance of carry-on bags.",Customer is venting about missed connections and baggage issues but the main request is to allow carry-on bags on board.,"flight_status_inquiry, seat_assignment_change",en,Baggage,True,-0.0917,forced_gate_check_complaint
458145::cust0::458145,458145,4,boundary,[MENTION] what is this nonsense here? Premium price without the premium view? Smh. [URL],"CUSTOMER: [MENTION] what is this nonsense here? Premium price without the premium view? Smh. [URL]
AGENT: [MENTION] Please check with our crew member if you'd prefer a seat further from the engine area.",seat_assignment_change,medium,,True,,Customer expresses dissatisfaction with seat assignment and requests a change.,flight_delay,en,No Feedback,True,-0.007,seat_upgrade_request
462748::cust0::462748,462748,9,central,[MENTION] read below. Your customer service department belw me off [URL],"CUSTOMER: [MENTION] read below. Your customer service department belw me off [URL]
AGENT: [MENTION] Our apologies for any inconvenience. The extra stop was caused by bad weather in the area.
CUSTOMER: [MENTION] It was caused by insufficient fuel in the plane. The pilot stated as much on the flight. We received more fuel and fire truck service on the run way. [MENTION] That also doesn’t explain why flight AA897 left at 8:01 according The the public records. I was at the gate at 8:03 and the plane had already pushed back.
AGENT: [MENTION] More fuel was needed because of the diversion caused by weather. There's a domino effect and hotels aren't usually provided for weather.
CUSTOMER: [MENTION] Planning would have solved this issue. This also does not answer why my scheduled flight left early. Flight AA5069 landed at 7:46 and I was at gate 29 at 8:03. Why would a flight depart early when the connection was delayed and the passenger had arrived? Poor communication",flight_delay,high,,True,,Customer is disputing the reason for the delay and the sequence of events.,flight_cancellation,en,Customer Service,True,-0.0646,service_failure_complaint
462796::cust30::2956467,462796,5,boundary,[MENTION] [MENTION] I have a flight from SD to NYC Dec 26th 😩,"CUSTOMER: BREAKING: American Airlines says computer glitch allowed all pilots to take vacation over Christmas week. Now union says thousands of flights are in jeopardy of cancellation. Americans says they’re offering 1.5x pay for pilots to fill in and expect to resolve the issue.
CUSTOMER: [MENTION] [MENTION] Karim Abdul Jabbar is available
CUSTOMER: [MENTION] [MENTION] [MENTION] Don't you mean Roger Murdock, the co-pilot?
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] Roger, Roger. What's our vector, Victor?
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] Surely you must be kidding.
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] Stop calling me Shirley.
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] You are all terrific 😄
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] It's all fun and games until your wife realizes you just booked her mother on [MENTION] at Christmas
AGENT: [MENTION",flight_status_inquiry,medium,,True,,Customer is inquiring about the status of their flight due to potential cancellations.,,en,Positive Feedback,True,0.0142,missed_connection_rebooking
475771::cust1::475768,475771,0,boundary,"[MENTION] I'd love to know my current position on the upgrade list, which even the EP desk can't provide","CUSTOMER: [MENTION] discontinued app support for iOS 9?? Really?? For a status app that doesn't use any system feature, this is a really sad move.
AGENT: [MENTION] How can we help, Jake?
CUSTOMER: [MENTION] I'd love to know my current position on the upgrade list, which even the EP desk can't provide
AGENT: [MENTION] Since the upgrade list can change, you're only able to view it within 4 hours of the departure.
CUSTOMER: [MENTION] It is within 4 hours of departure. Normally I'd view it in the app at this point, but now that it's been discontinued for iOS 9
AGENT: [MENTION] We're sorry for the frustration.",seat_upgrade_request,high,,True,,"Customer is asking about their position on the upgrade list, which is a request for a seat upgrade.",,en,General Query,True,0.1647,service_failure_complaint
477308::cust3::477315,477308,3,boundary,[MENTION] your apologies mean nothing. do better.,"CUSTOMER: took a break from flying with [MENTION] bc of a mishap a few months back. just gave them another chance + i’m so upset at myself. worst.
AGENT: [MENTION] This isn't the way we want you to feel. Is there anything we can do to help make this better?
CUSTOMER: [MENTION] refund me my $50 for checking a luggage i was told i didn’t need to check after boarding or give your employees better training. your pick.
AGENT: [MENTION] It sounds like a Basic Economy fare was purchased, which doesn't include a complimentary carry-on bag. Our apology for any misunderstanding.
CUSTOMER: [MENTION] sounds like the company needs to get its new regulations and employees together in line. here’s why. [MENTION] i was ill advised at be front kiosk to move forward and NOT check my bag, despite me showing up to check it. okay, cool. i did. [MENTION] then i was forced to check my bag at the gate. i could’ve saved myself $25 had i NOT listened to the person at the front kiosk. [MENTION] once i boarded th",refund_request,high,,True,"Agent mentions Basic Economy fare, which could be seen as a dispute, but the primary intent is clearly a refund request.",Customer explicitly asks for a refund and mentions employee training as an alternative.,"flight_delay, flight_cancellation",en,No Feedback,True,0.0488,other_non_actionable
488967::cust3::488966,488967,3,central,[MENTION] Ok,"CUSTOMER: [MENTION] AA flight 1246 diverted and I’m not receiving any information on why or what the plan is. Not a great experience to leave passengers loved ones stranded with No information. Some like such a simple thing to put in place comm. plans for situations such as the this
AGENT: [MENTION] We're here to keep you in the loop, Joe. The plane diverted to Ontario due to weather conditions, but should be airborne again soon!
CUSTOMER: [MENTION] So they are going to continue on to LAX ? What kind of weather condition is here, I’m here and aside from being over cast clouds I don’t see any other extreme weather
AGENT: [MENTION] Yes, that's the plan.
CUSTOMER: [MENTION] So, still haven’t received any updated information on departure arrival information of this flight. This really sucks that for normal operations your communication is great through the flight status process , but when something goes off track like a diversion there are no update [MENTION] I think it’d be great idea to ",flight_delay,high,,True,,Customer is inquiring about the flight status and expressing dissatisfaction due to lack of information.,flight_cancellation,en,No Feedback,True,-0.1722,other_non_actionable
49343::cust2::49344,49343,8,non_actionable,[MENTION] [MENTION] Agreed!!,"CUSTOMER: Woah... I have more than enough Airmiles to go to the moon with [MENTION] ✈️🌝
AGENT: [MENTION] So what you're saying is, we're taking a trip soon?
CUSTOMER: [MENTION] [MENTION] Would be pretty cool to do a DJ gig On The Moon 😀 🚀 [URL]
CUSTOMER: [MENTION] [MENTION] Agreed!!
CUSTOMER: [MENTION] [MENTION] [MENTION] Wow what a low-key way to promote your track, hats off to you Mister :D
CUSTOMER: [MENTION] I think we could do a live show from there?",positive_feedback_praise,high,,True,,Customer is giving praise for a promotional idea.,flight_delay,en,No Feedback,True,-0.0509,other_non_actionable
499432::cust1::499431,499432,3,central,[MENTION] [MENTION],"CUSTOMER: [MENTION] [URL]
AGENT: [MENTION] This affects our AA pilots and is being resolved with them. It doesn't include the pilots you're referring to.
CUSTOMER: [MENTION] [MENTION]",other_non_actionable,low,flight_status_inquiry,True,,"The message does not contain a clear customer request or complaint, and the context is about pilots, which is not directly related to the customer's typical issues.",flight_status_inquiry,en,No Feedback,True,0.0223,baggage_damaged
508996::cust0::508996,508996,0,random,Perfect #wingfriday on [MENTION] . Headed home after a long week. [URL],"CUSTOMER: Perfect #wingfriday on [MENTION] . Headed home after a long week. [URL]
AGENT: [MENTION] What a great #overthewing view. Thanks for letting us take a peek.",positive_feedback_praise,high,,True,,The customer is providing specific praise for the airline's service during a wing Friday event.,,en,General Query,True,0.0468,other_non_actionable
511939::cust13::511963,511939,7,boundary,[MENTION] Expected of a budget airline like [MENTION] not AA ...smh... but glad you were able to work it out,"AGENT: If Santa is flying, so are we. We can now assure you that all flights over the holidays will be adequately staffed. Thanks to our #AATeam for working hard to make that happen. [URL]
CUSTOMER: [MENTION] I knew you guys wouldn’t let us down! [URL]
AGENT: [MENTION] We've got your back, Chanthana.
CUSTOMER: [MENTION] Did you outsource the pilots? How did you fix it?
AGENT: [MENTION] We've got our regular fabulous team of pilots ready and willing to get customers to family and friends this holiday season.
CUSTOMER: [MENTION] That's why I keep flying with you guys! Kudos for getting it done!!!
AGENT: [MENTION] We're thrilled to have your #loyAAlty!
CUSTOMER: [MENTION] Nice. Flight 2098 is standing right at the gate but no crew to fly it. Delayed for 2 hours now!! #aateam - only you could do it.
AGENT: [MENTION] We have an ETD of 6:50p, Hemant. We're very sorry for the wait.
CUSTOMER: [MENTION] Yes. We can see that on the screen. That was not the question. Question was - why there is n",positive_feedback_praise,high,,True,,Customer expresses satisfaction and praise for AA's service during the holiday season.,,en,Refunds and Charges,True,-0.0362,change_fee_dispute
515559::cust0::515559,515559,6,boundary,[MENTION] what’s up w not having anywhere to hang a suit on board the aircraft? Or are your employees mistaken?,"CUSTOMER: [MENTION] what’s up w not having anywhere to hang a suit on board the aircraft? Or are your employees mistaken?
AGENT: [MENTION] Many, but not all of our planes are equipped with space to hang items during the flight.
CUSTOMER: [MENTION] Ya the hangers directly behind the last row of first class worked excellent flight one. Maybe this staff isn’t up to date on what those hangers are used for...? Looks to me like it holds 20 lbs. which a suit usually fits..
AGENT: [MENTION] Those hangers are used for the suit jackets and coats for those flying in the forward cabin.",service_failure_complaint,high,,True,,"Customer is complaining about the lack of proper space to hang a suit on the aircraft, indicating an operational failure.",flight_status_inquiry,en,Seating,True,0.014,baggage_delayed_lost
520923::cust1::520919,520923,1,boundary,[MENTION] Your customer service agents (who were all standing around doing seemingly nothing) couldn’t have been less helpful. [MENTION] I purchased a ticket that is ‘main cabin or group 9’ and I wasn’t aware or told of this until I went to check in. 1 hour prior to flight [MENTION] I asked how my ticket could be upgraded and he assured me it couldn’t. I would need to purchase a new ticket and pay an airport fee [MENTION] I already have a ticket so why would I buy a new one at the higher rate for the same seat on an EMPTY flight.,"CUSTOMER: [MENTION] I no longer wonder how you got the nickname Asshole Airlines....Never again #AmericanAirlines
AGENT: [MENTION] What's going on, Samantha? We're here to help.
CUSTOMER: [MENTION] Your customer service agents (who were all standing around doing seemingly nothing) couldn’t have been less helpful. [MENTION] I purchased a ticket that is ‘main cabin or group 9’ and I wasn’t aware or told of this until I went to check in. 1 hour prior to flight [MENTION] I asked how my ticket could be upgraded and he assured me it couldn’t. I would need to purchase a new ticket and pay an airport fee [MENTION] I already have a ticket so why would I buy a new one at the higher rate for the same seat on an EMPTY flight.
AGENT: [MENTION] We always want you to have an excellent experience, Samantha. Please DM your record locator and we'll be happy to take a peek.
CUSTOMER: [MENTION] The customer service team had no interest in helping me and didn’t seem to care that upon arrival and no waiting",change_fee_dispute,high,,True,,The customer is disputing the fee for a seat upgrade and the service provided.,flight_status_inquiry,en,Negative Feedback,True,0.0885,seat_assignment_change
539297::cust1::539296,539297,6,boundary,[MENTION] Except I was group 6 lol. The plane was half full when we took off.,"CUSTOMER: Scream laughing that [MENTION] made me gate Check a half empty soft duffle bag (not a roller) because there was no room - EVERY BIN IS EMPTY LOL [URL]
AGENT: [MENTION] When our agents expect a flight to be full, they may ask bags to be checked to avoid any delays in boarding.
CUSTOMER: [MENTION] Except I was group 6 lol. The plane was half full when we took off.
AGENT: [MENTION] We're sorry for any inconvenience this caused, Hope.",forced_gate_check_complaint,high,,True,,The customer is complaining about being forced to gate-check a bag due to the plane being half full.,"flight_status_inquiry, seat_assignment_change",en,Seating,True,0.07,seat_assignment_change
539315::cust4::539318,539315,4,central,[MENTION] [MENTION] [URL],"CUSTOMER: . [MENTION] Your co-pilot is a no show and now we’re delayed an hour and a half? Hope he’s fired by end of day?
AGENT: [MENTION] Jonathan, we appreciate your patience while our crew member arrives. Our FLL team is working on this behind the scenes.
CUSTOMER: [MENTION] Terrible. She finally showed. Hope it’s her last flight. Also have a 93 year old WW2 Air Force vet a row behind me who should’ve been bumped to first class.
CUSTOMER: [MENTION] [MENTION] LOL! Hope it’s YOUR last flight with AA. We don’t need entitled pricks like you. Like you’ve never been late to work. 🙄
CUSTOMER: [MENTION] [MENTION] Still a better response than [MENTION] !
CUSTOMER: [MENTION] [MENTION] [URL]",flight_delay,high,,True,"Contains venting and staff conduct complaint, but primary action is delay.",Customer expresses dissatisfaction with flight delay and crew member tardiness.,"flight_cancellation, staff_conduct_complaint",en,No Feedback,True,-0.6588,baggage_damaged
554298::cust0::554298,554298,1,central,"[MENTION] your customer service is getting really bad , second attempt to try and get a better seat and second time I am charge and then told that the selection cannot go thru. Although my card is charge I get no void confirmation. Never doing business with you people again. [MENTION] [MENTION] your rep had no remorse at the fact that flight was delayed I missed my connecting flight , I need to get a better seat so I can be off the plane quicker to catch a booked shuttle to my resort","CUSTOMER: [MENTION] your customer service is getting really bad , second attempt to try and get a better seat and second time I am charge and then told that the selection cannot go thru. Although my card is charge I get no void confirmation. Never doing business with you people again. [MENTION] [MENTION] your rep had no remorse at the fact that flight was delayed I missed my connecting flight , I need to get a better seat so I can be off the plane quicker to catch a booked shuttle to my resort
AGENT: [MENTION] We're very sorry for the frustration this caused you. We're happy to check if the charge voided. DM your record locator.",missed_connection_rebooking,high,,True,"seat_assignment_change, refund_request",Customer mentions missing connecting flight and needs rebooking.,"flight_delay: The customer does not explicitly state the flight was delayed, only that the rep had no remorse.",en,Negative Feedback,True,-0.011,change_fee_dispute
555633::cust1::555632,555633,8,non_actionable,"[MENTION] just did, thanks!","CUSTOMER: [MENTION] Hi, I'm trying to get my Oneworld Ruby to appear on my boarding pass &amp; it isn't working. My [MENTION] # is registered on my reservation.
AGENT: [MENTION] Please DM us your record locator and we'll take a look.
CUSTOMER: [MENTION] just did, thanks!",other_non_actionable,high,,True,,"Customer is providing confirmation and thanks, with no specific issue or request.","flight_status_inquiry, seat_assignment_change",en,No Feedback,True,-0.0275,other_acknowledgement_thanks
56181::cust0::56181,56181,9,hard_negative_topup,[MENTION] I just tried to upgrade my bronze [MENTION] #aadvantage card from Bronze to Platinum. Told “not available” No reason. #crazy,"CUSTOMER: [MENTION] I just tried to upgrade my bronze [MENTION] #aadvantage card from Bronze to Platinum. Told “not available” No reason. #crazy
AGENT: [MENTION] You'll need to continue working with our friends at Citibank. They can be reached by phone at 1-888-766-2484.",seat_upgrade_request,high,,True,,Customer is requesting a seat upgrade but was told it's not available.,flight_delay,en,Customer Service,True,0.0667,service_failure_complaint
570586::cust1::570585,570586,0,random,"[MENTION] Be honest: do all your social media team members have that ready to CTRL+V? All kidding aside, as an industry vet: best of luck to ya this December.","CUSTOMER: Hi [MENTION] , I have a private ASEL license that is 10 years old, ~70 hrs TT...I’m sure it’ll be like riding a bike. If you need anybody I’m here to help. No preference on type, any plane in the fleet will do (prefer Boeing over Airbus). Hope to hear from you soon. [URL]
AGENT: [MENTION] Thanks for the offer, but we've got it covered.
CUSTOMER: [MENTION] Be honest: do all your social media team members have that ready to CTRL+V? All kidding aside, as an industry vet: best of luck to ya this December.",other_non_actionable,high,,True,,"The customer is providing a general comment and sending well-wishes, with no specific issue or request.",,en,General Query,True,-0.0064,service_failure_complaint
630138::cust0::630138,630138,11,known_error,Muy mal [MENTION] dos horas de retazo en el avión por fallas técnicas ... Y aún no salimos ...,"CUSTOMER: Muy mal [MENTION] dos horas de retazo en el avión por fallas técnicas ... Y aún no salimos ...
AGENT: [MENTION] We're sorry for the late start today. As soon as we have clearance we'll be headed out.
CUSTOMER: [MENTION] Presentaré un reclamo por las pérdidas de horas .
AGENT: [MENTION] Once your travel is complete, please follow and DM your record locator and we'll take a look at the reservation.",flight_delay,high,,True,,Customer complains about a 2-hour delay due to technical issues and mentions they will file a claim for lost time.,,es,Flight Cancellation,True,0.0076,flight_cancellation
638037::cust0::638037,638037,9,boundary,[MENTION] here at gate 29 DCA trying to arrange my boarding w my 7 month old and 3 yr old but your gate agent is refusing to comply w/ the posted rules: [URL],"CUSTOMER: [MENTION] here at gate 29 DCA trying to arrange my boarding w my 7 month old and 3 yr old but your gate agent is refusing to comply w/ the posted rules: [URL]
AGENT: [MENTION] Please check with a local supervisor if you've got concerns with the early boarding policy.",staff_conduct_complaint,high,,True,,Customer complains about staff not following posted rules.,flight_delay,en,Customer Service,True,0.0363,seat_assignment_change
