conversation_id,sampling_group,candidate_cluster,candidate_second_cluster,candidate_intent,candidate_domain,candidate_sub_intent,candidate_confidence,candidate_distance_best,candidate_ambiguity_margin,difficulty_score,n_messages,full_conversation_text,human_domain,human_intent,human_sub_intent,annotation_status,annotation_outcome,reviewer_notes,human_intent_r2,second_pass
1768437,representative,5,9,Seats and fares,Seating and fares,"Seat assignment, upgrade, basic fare, or paid seating",high,0.5068,0.1276,0.0667,4,"CUSTOMER:
TFW you're charged 4x the cost of your @AmericanAir ticket to change two days earlier, knowing they're going to sell that same ticket twice.

AGENT:
@531696 The cost generally goes up as the flight gets full, but the higher cost applies to anyone wanting to book the new seat.

CUSTOMER:
@AmericanAir But you want to collect revenue for my seat, a change fee if I modify, then sell that same seat again. You’re selling that seat twice.

AGENT:
@531696 Discounted, restricted fares do come with a charge to change.",Seating and fares,Seats and fares,"Seat assignment, cabin, upgrade, or fare/fee issue",reviewed,ACCEPT,"Inquiry or complaint regarding seating arrangements, seat assignments, cabin upgrades, or fare rules.",,False
1776092,representative,0,3,Positive experience,Experience,Flight or crew praise,high,0.3468,0.0524,0.1527,2,"CUSTOMER:
i had a nice flight on @AmericanAir

AGENT:
@533719 We're glad to hear it! We hope to see you back on board for many great #AAdventures.",Experience,Positive experience,"Praise or compliments for crew, service, or flight",reviewed,ACCEPT,Candidate intent 'Positive experience' is coherent with the conversation context.,,False
1790262,representative,4,2,Flight delay,Flight,"Late departure, arrival, gate, or tarmac wait",high,0.4774,0.0426,0.2968,2,"CUSTOMER:
Major fucking fail @AmericanAir at #lax right now. No gate? And you have us out in a hot dark plane circling? How about a bus to bring us to the terminal? Instead of us waiting for the brokedown plane in our gate to get fixed. Wow 🤷🏽‍♂️

AGENT:
@537776 We're sorry about the extra wait on the tarmac, our team will get a gate open as quickly as possible.",Travel information,Flight information,"Inquiry about schedule, flight status, policy, or travel rules",reviewed,CHANGE_INTENT,"Customer asks about flight schedule, status, travel rules, airport procedures, or general policy.",,False
1795957,representative,8,2,General dissatisfaction,Customer service,Broad negative experience without one dominant issue,medium,0.5053,0.0673,0.1615,2,"CUSTOMER:
@AmericanAir I'm hot. Everyone on the plane looked at me as if I was at fault and about to be removed from the plane. So disappointing.

AGENT:
@323786 American Airlines doesn't tolerate discrimination of any kind. Please DM your record locator and details, as well as contact info.",Customer service,Service complaint,"Complaint regarding staff, agent support, hold time, or service quality",reviewed,CHANGE_INTENT,Dissatisfaction reflects poor service or staff response; classified as Service complaint.,,False
1797261,representative,5,2,Seats and fares,Seating and fares,"Seat assignment, upgrade, basic fare, or paid seating",high,0.5663,0.0617,0.1451,2,"CUSTOMER:
@AmericanAir I bought a ticket on 9/20, but price lowered $400 today! $200 cheaper for first class!! Can anything be done? (1/2) @AmericanAir (2/2) Asked to just be upgraded since I paid more than 1st class. Replied ""You have to pay for that""– how do I pay negative money for this?!

AGENT:
@540029 We have something in place for when things like this happen. DM us your record locator. Check out this link: https://t.co/dbTjJExqX5",Seating and fares,Seats and fares,"Seat assignment, cabin, upgrade, or fare/fee issue",reviewed,ACCEPT,"Inquiry or complaint regarding seating arrangements, seat assignments, cabin upgrades, or fare rules.",,False
1814568,representative,3,0,Positive experience,Experience,Flight or crew praise,high,0.4626,0.0375,0.2627,2,"CUSTOMER:
Kudos to @AmericanAir customer service for giving me a refund on a non-refundable ticket. I fly BOS-ORD often and choose AA whenever I can!

AGENT:
@545104 Thanks for the kudos, Joan! We consider you as family and are glad to hear our team was able to help. See you soon!",Customer service,Service complaint,"Complaint regarding staff, agent support, hold time, or service quality",reviewed,CHANGE_INTENT,"Complaint directed at support responsiveness, customer service systems, staff conduct, or app/system errors.",,True
1817894,representative,4,6,Flight delay,Flight,"Late departure, arrival, gate, or tarmac wait",high,0.4914,0.0042,0.0978,3,"CUSTOMER:
First time flying @AmericanAir and may be the last. #SouthwestAir FTW. https://t.co/8TRrRdmrnX

AGENT:
@546052 We have a baggage and flight cut-off. We always recommend for our customers to arrive 90 minutes before departure: https://t.co/rIlmlSuwcW

CUSTOMER:
@AmericanAir I'm aware now. I'm mad b/c I could have made the flight with minutes to spare. Good news is my bag made the flight. Safe travels, suitcase!",Baggage,Baggage issues,"Lost, delayed, damaged, or mishandled luggage",reviewed,CHANGE_INTENT,"Customer inquiry/complaint specifically concerns baggage handling, delivery, fees, or damage.",,False
181793,representative,6,8,Baggage issues,Baggage,"Lost, delayed, damaged, checked, or carry-on baggage",high,0.4487,0.0566,0.0523,3,"CUSTOMER:
. @AmericanAir once again not having enough room for its passengers carry on bags and forcing to check.

AGENT:
@158718 We gauge overhead space the best we can and we're sorry you had to check your bag.

CUSTOMER:
@AmericanAir @158718 Nasty response",Baggage,Baggage issues,"Lost, delayed, damaged, or mishandled luggage",reviewed,ACCEPT,"Customer inquiry/complaint specifically concerns baggage handling, delivery, fees, or damage.",,False
184005,representative,2,4,Disruption recovery,Flight,"Cancellation, rebooking, missed connection, or compensation",high,0.4472,0.0192,0.2533,2,"CUSTOMER:
Will never fly @AmericanAir ever again! Lose my bags to Seattle and now a “faulty” plane delays for more than hour and a half. Awful Service

AGENT:
@159295 We're sorry things haven't gone as planned tonight. We want to get you on your way as soon as possible.",Baggage,Baggage issues,"Lost, delayed, damaged, or mishandled luggage",reviewed,CHANGE_INTENT,"Customer inquiry/complaint specifically concerns baggage handling, delivery, fees, or damage.",,False
1853310,representative,6,4,Baggage issues,Baggage,"Lost, delayed, damaged, checked, or carry-on baggage",high,0.4318,0.0444,0.1917,3,"CUSTOMER:
@AmericanAir still hasn't found my baggage and Miami airport isn't that big. This is not how I was hoping to start these five days here.

AGENT:
@554576 We're very sorry for the delayed bag and this isn't the way we wanted you to start your stay either. We'll get them back to you soon.

CUSTOMER:
@AmericanAir I sure hope so. I've already had to purchase things I had already packed in my bag &amp; that is a terrible feeling. Hope to hear good news soon",Baggage,Baggage issues,"Lost, delayed, damaged, or mishandled luggage",reviewed,ACCEPT,"Customer inquiry/complaint specifically concerns baggage handling, delivery, fees, or damage.",,False
185694,representative,9,2,Flight information,Travel information,"Flight status, policy, route, schedule, or general question",high,0.5344,0.0048,0.1947,2,"CUSTOMER:
@AmericanAir are you canceling all flights out of STT? Nothing is coming up on the website for next week/weekend...

AGENT:
@159666 We have limited service at this time to STT which are full. Please check back as availability of flights can change.",Flight,Disruption recovery,"Cancellation, missed connection, diversion, or rebooking recovery",reviewed,CHANGE_INTENT,"Itinerary disruption involving cancellation, missed connection, diversion, or rebooking.",,False
1859561,representative,4,2,Flight delay,Flight,"Late departure, arrival, gate, or tarmac wait",high,0.3925,0.0579,0.0667,4,"CUSTOMER:
@AmericanAir everytime I fly your airline there is a delay. @Delta Im glad u r my main squeeze. U will cont. 2 get my 75k miles per yr.

AGENT:
@555958 We do our best to always be on time and apologize if you're delayed. What's your flight number? We'll find out more info.

CUSTOMER:
@AmericanAir 5411. If you look at my past 4-5 flights you will understand my frustration. L7381P2

AGENT:
@555958 Your flight is delayed due to maintenance and safety is our top priority. Once we're airborne, our pilots will try to make up for lost time.",Flight,Flight delay,"Late departure, arrival, gate, or tarmac delay",reviewed,ACCEPT,"Dominant issue is late departure, arrival, or tarmac/gate wait with flight still operating.",,False
1876039,representative,1,0,Social acknowledgement,Social,Thanks or casual mention,medium,0.5363,0.0388,0.278,2,"CUSTOMER:
Finally made it to Platinum status with @AmericanAir after 3+ years of travel. It's the little things in life. https://t.co/WhyFgx5qHq

AGENT:
@560051 Way to go Emily! Welcome to the #Platinum life!",Social,Social acknowledgement,"Greeting, casual mention, or bare thanks",reviewed,ACCEPT,Candidate intent 'Social acknowledgement' is coherent with the conversation context.,,False
1946494,representative,5,6,Seats and fares,Seating and fares,"Seat assignment, upgrade, basic fare, or paid seating",high,0.5213,0.0312,0.3,7,"CUSTOMER:
@AmericanAir what a fail on the disclosures for your new Basic Economy. You created one pissed off customer today with your lies. #FAA #FTC

AGENT:
@578459 There are several prompts of the restrictions which come with Basic Economy when booking through our site. https://t.co/MKvFFVWJdz

CUSTOMER:
@AmericanAir Prompts were not there. I build websites for a living. Don't disrespect me.  It prompted no seat choice, it did not prompt charge for a bag. @AmericanAir 20+ year internet marketing career. Please don't disrespect me. AA buried disclosure to rob people. Got notices with boarding pass today. @AmericanAir No disclosure made when I booked tickets that I would be charged for bags. This is fraud.  #FAA #FTC

AGENT:
@578459 We offer our customers many different fares that provide different services. Feel free to contact our Reservations team at 800-433-7300.

CUSTOMER:
@AmericanAir Its a bit late for that given I fly today.  I want free bags applied to a AA Advantage 4T1BW36, confirmation DHHSOR.  #FAA #FTC

AGENT:
@578459 We're unable to authorize or refund any credit to your account. Basic Economy fare checked bags are non-refundable.

CUSTOMER:
@AmericanAir Awesome response over $25 bag charge!!! You just screwed a customer that spends over $25K per year on air travel. Bravo!  #FAA #FTC @AmericanAir Send tweet to upper mgmt, complaint will be filed with the #FAA and #FTC for improper disclosures on bag charges. AA intended to confuse. @AmericanAir As I previously stated, the inability to choose a seat was clearly disclosed.  Charging $25 for a bag on a empty flight was not disclosed.",Baggage,Baggage issues,"Lost, delayed, damaged, or mishandled luggage",reviewed,CHANGE_INTENT,"Customer inquiry/complaint specifically concerns baggage handling, delivery, fees, or damage.",,False
1948628,representative,2,8,Disruption recovery,Flight,"Cancellation, rebooking, missed connection, or compensation",high,0.5193,0.0392,0.0273,4,"CUSTOMER:
@AmericanAir because you resold my ORD to Rome tickets, I'm stuck at LRH since my mom's passport expires in 3 weeks. This is really terrible

AGENT:
@169515 We're sorry to hear that your mom's passport will expire soon. We ask all customers to ensure they expire after 6 months after departure.

CUSTOMER:
@AmericanAir Unfortunately that was not done at lax or Chicago,  only Heathrow where you rerouted me

AGENT:
@169515 We're so sorry that our team in LAX didn't look into this sooner. Please continue to work with your airport team for further assistance.",Flight,Disruption recovery,"Cancellation, missed connection, diversion, or rebooking recovery",reviewed,ACCEPT,"Itinerary disruption involving cancellation, missed connection, diversion, or rebooking.",,False
1948888,representative,6,2,Baggage issues,Baggage,"Lost, delayed, damaged, checked, or carry-on baggage",high,0.4897,0.0213,0.4,13,"CUSTOMER:
Hi @AmericanAir plz look into LOUD sound at MIA. First malfunctioning plane, lost bag, bag damaged, now this: https://t.co/kaJrEM3PXg

AGENT:
@411019 We apologize for the loud sound and changes to your travel plans. We'll let our airport team know about this.

CUSTOMER:
@AmericanAir Apparently it's been going on since last night. AA employees are patiently suffering, as are the passengers. Why not change gates?

AGENT:
@411019 We hear you and apologize for the inconvenience. Thank you again for letting us know.

CUSTOMER:
@AmericanAir My connecting flight is now boarding. Please relieve your employees to save their hearing, the unbearable noise is absolutely defeating. 😵

AGENT:
@411019 We care about our customers and our team members. We'll make sure this is looked into and resolved for everyone.

CUSTOMER:
@AmericanAir Finally got home. Bag damaged even further. Ears still ringing from AA gate noise at MIA airport.

AGENT:
@411019 We're sorry to hear about your bag. Please give our Baggage team a call at 800-866-4010 for the next steps.

CUSTOMER:
@AmericanAir Thanks, I've filed a claim, received claim number via email. Will update any additional damage info now that I've reached final destination. @AmericanAir Update: Called 800 number after arrival at final destination, waited on hold, but call disconnected. Guess I'll have to try again later. 🙁

AGENT:
@411019 We're sorry that you're call was disconnected. Please try again.

CUSTOMER:
@AmericanAir ~30 min on hold, finally got person. Was told that lost bag claim resolved, need to open new claim for damage. On hold again... @AmericanAir How about reimbursement for items I had to purchase? So frustrating :( @AmericanAir Finally got person after ~30 min on hold. Have to file new claim for damage + reimbursement but AA rep explained process well.

AGENT:
@411019 We're sorry for any damage done to your bags while in transition. If you have any further questions, don't hesitate to ask us, Shahed.

CUSTOMER:
@AmericanAir Typo, corrected: * deafening",Baggage,Baggage issues,"Lost, delayed, damaged, or mishandled luggage",reviewed,ACCEPT,"Customer inquiry/complaint specifically concerns baggage handling, delivery, fees, or damage.",,True
